PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"LAMBERT, DH; BAKER, DE; COLE, H",,,,"LAMBERT, DH; BAKER, DE; COLE, H",,,"ROLE OF MYCORRHIZAE IN THE INTERACTIONS OF PHOSPHORUS WITH ZINC, COPPER, AND OTHER ELEMENTS",SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,,,English,Article,,,,,,,,,,"LAMBERT, DH (reprint author), PENN STATE UNIV,UNIVERSITY PK,PA 16802, USA.",,,,,,,37,176,192,0,20,SOIL SCI SOC AMER,MADISON,"677 SOUTH SEGOE ROAD, MADISON, WI 53711",0361-5995,,,SOIL SCI SOC AM J,Soil Sci. Soc. Am. J.,,1979,43,5,,,,,976,980,,10.2136/sssaj1979.03615995004300050033x,,,5,Soil Science,Agriculture,HT845,WOS:A1979HT84500033,,,,,10/31/19
J,"SOOS, T; KONYA, K",,,,"SOOS, T; KONYA, K",,,FIELD EXPERIMENTS ON A BROWN FOREST SOIL WITH INOCULA PREPARED WITH SOYBEAN RHIZOBIA,AGROKEMIA ES TALAJTAN,,,Hungarian,Article,,,,,,,,,,"SOOS, T (reprint author), PHYLAXIA VET BIOL & FEEDSTUFFS CO,BUDAPEST,HUNGARY.",,,,,,,0,0,0,0,0,AKADEMIAI KIADO,BUDAPEST,"PO BOX 245, H-1519 BUDAPEST, HUNGARY",0002-1873,,,AGROKEM TALAJTAN,,,1978,27,4-Mar,,,,,445,450,,,,,6,Agronomy; Soil Science,Agriculture,GP765,WOS:A1978GP76500013,,,,,10/31/19
J,"KIMMINS, JP; HAWKES, BC",,,,"KIMMINS, JP; HAWKES, BC",,,DISTRIBUTION AND CHEMISTRY OF FINE ROOTS IN A WHITE SPRUCE - SUBALPINE FIR STAND IN BRITISH-COLUMBIA - IMPLICATIONS FOR MANAGEMENT,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Article,,,,,,,,,,"KIMMINS, JP (reprint author), UNIV BRITISH COLUMBIA,FAC FORESTRY,VANCOUVER V6T 1W5,BC,CANADA.",,,,,,,0,85,91,1,10,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,,1978,8,3,,,,,265,279,,10.1139/x78-042,,,15,Forestry,Forestry,FX235,WOS:A1978FX23500001,,,,,10/31/19
J,"SPITKO, RA; TATTAR, TA; ROHDE, RA",,,,"SPITKO, RA; TATTAR, TA; ROHDE, RA",,,INCIDENCE AND CONDITION OF VESICULAR-ARBUSCULAR MYCORRHIZAE INFECTIONS IN THE ROOTS OF SUGAR MAPLE IN RELATION TO MAPLE DECLINE,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Article,,,,,,,,,,"SPITKO, RA (reprint author), UNIV MASSACHUSETTS,DEPT PLANT PATHOL,AMHERST,MA 01003, USA.",,,,,,,0,16,16,0,1,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,,1978,8,4,,,,,375,379,,10.1139/x78-056,,,5,Forestry,Forestry,GG884,WOS:A1978GG88400003,,,,,10/31/19
J,"TETREAULT, JP; BERNIER, B; FORTIN, JA",,,,"TETREAULT, JP; BERNIER, B; FORTIN, JA",,,NITROGEN-FERTILIZATION AND MYCORRHIZAE OF BALSAM FIR SEEDLINGS IN NATURAL STANDS,NATURALISTE CANADIEN,,,English,Article,,,,,,,,,,"TETREAULT, JP (reprint author), UNIV LAVAL,FAC FORESTERIE & GEODESIE,DEPT ECOL & PEDOL,QUEBEC CITY G1K 7P4,QUEBEC,CANADA.",,,,,,,0,14,15,0,0,PRESSES UNIV LAVAL,QUEBEC CITY,"C P 2447, QUEBEC CITY G1K 7R4, CANADA",0028-0798,,,NAT CAN,,,1978,105,6,,,,,461,466,,,,,6,Ecology,Environmental Sciences & Ecology,GV094,WOS:A1978GV09400005,,,,,10/31/19
J,"KUMMEROW, J; KRAUSE, D; JOW, W",,,,"KUMMEROW, J; KRAUSE, D; JOW, W",,,SEASONAL-CHANGES OF FINE ROOT DENSITY IN SOUTHERN CALIFORNIAN CHAPARRAL,OECOLOGIA,,,English,Article,,,,,,,,,,"KUMMEROW, J (reprint author), CALIF STATE UNIV SAN DIEGO,DEPT BOT,SAN DIEGO,CA 92182, USA.",,,,,,,22,59,59,0,9,SPRINGER VERLAG,NEW YORK,"175 FIFTH AVE, NEW YORK, NY 10010",0029-8549,,,OECOLOGIA,Oecologia,,1978,37,2,,,,,201,212,,10.1007/BF00344991,,,12,Ecology,Environmental Sciences & Ecology,GC126,WOS:A1978GC12600005,28309650,,,,10/31/19
J,"BILLES, G",,,,"BILLES, G",,,PRODUCTION AND TRANSFORMATION OF C-14-LABELED ROOT EXUDATES IN A GRASSLAND SOIL,OECOLOGIA PLANTARUM,,,French,Article,,,,,,,,,,"BILLES, G (reprint author), CNRS,CEPE,ROUTE MENDE,BP 5051,F-34033 MONTPELLIER,FRANCE.",,,,,,,17,1,1,1,4,GAUTHIER-VILLARS,PARIS,"120 BLVD SAINT-GERMAIN, 75280 PARIS, FRANCE",0029-8557,,,OECOLOG PLANTAR,,,1978,13,4,,,,,339,353,,,,,15,Plant Sciences; Ecology,Plant Sciences; Environmental Sciences & Ecology,GE959,WOS:A1978GE95900005,,,,,10/31/19
J,"PATEL, JJ",,,,"PATEL, JJ",,,SYMBIOTIC EFFECTIVENESS OF PHAGE-RESISTANT MUTANTS OF 2 STRAINS OF LOTUS RHIZOBIA,PLANT AND SOIL,,,English,Article,,,,,,,,,,"PATEL, JJ (reprint author), DSIR,DIV APPL BIOCHEM,PALMERSTON NORTH,NEW ZEALAND.",,,,,,,13,17,17,0,0,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1978,49,2,,,,,251,257,,10.1007/BF02149734,,,7,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,FB247,WOS:A1978FB24700003,,,,,10/31/19
J,"CANNELL, MGR; BRIDGWATER, FE; GREENWOOD, MS",,,,"CANNELL, MGR; BRIDGWATER, FE; GREENWOOD, MS",,,"SEEDLING GROWTH-RATES, WATER-STRESS RESPONSES AND ROOT-SHOOT RELATIONSHIPS RELATED TO 8-YEAR VOLUMES AMONG FAMILIES OF PINUS-TAEDA L",SILVAE GENETICA,,,English,Article,,,,,,,,,,"CANNELL, MGR (reprint author), INST TERR ECOL,PENICUIK,MIDLOTHIAN,SCOTLAND.",,,,,,,0,76,76,0,3,SAUERLANDERS VERLAG,FRANKFURT,"FINKENHOFSTRASSE 21, W-6000 FRANKFURT, GERMANY",0037-5349,,,SILVAE GENET,Silvae Genet.,,1978,27,6,,,,,237,248,,,,,12,Forestry; Genetics & Heredity,Forestry; Genetics & Heredity,HC211,WOS:A1978HC21100006,,,,,10/31/19
J,"GRASSIA, A; BROCKWELL, J",,,,"GRASSIA, A; BROCKWELL, J",,,ENUMERATION OF RHIZOBIA FROM A PLANT-INFECTION DILUTION ASSAY USING TEST PLANTS GROWN IN VERMICULITE,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,"CSIRO,DIV PLANT IND,CANBERRA 2601,ACT,AUSTRALIA","GRASSIA, A (reprint author), CSIRO,DIV MATH & STAT,CANBERRA 2601,ACT,AUSTRALIA.",,,,,,,10,8,8,0,0,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1978,10,2,,,,,101,104,,10.1016/0038-0717(78)90078-0,,,4,Soil Science,Agriculture,EX108,WOS:A1978EX10800003,,,,,10/31/19
J,"LAMB, RJ; RICHARDS, BN",,,,"LAMB, RJ; RICHARDS, BN",,,INOCULATION OF PINES WITH MYCORRHIZAL FUNGI IN NATURAL SOILS .3. EFFECT OF SOIL FUMIGATION ON RATE OF INFECTION AND RESPONSE TO INOCULUM DENSITY,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,"UNIV NEW ENGLAND,ARMIDALE 2351,NEW S WALES,AUSTRALIA","LAMB, RJ (reprint author), NEW S WALES INST TECHNOL,BROADWAY 2007,AUSTRALIA.",,,,,,,9,9,9,0,0,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1978,10,4,,,,,273,276,,10.1016/0038-0717(78)90021-4,,,4,Soil Science,Agriculture,FL345,WOS:A1978FL34500004,,,,,10/31/19
J,"RHODES, LH; GERDEMANN, JW",,,,"RHODES, LH; GERDEMANN, JW",,,HYPHAL TRANSLOCATION AND UPTAKE OF SULFUR BY VESICULAR-ARBUSCULAR MYCORRHIZAE OF ONION,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,"UNIV ILLINOIS,DEPT PLANT PATHOL,URBANA,IL 61801",,,,,,,,18,46,47,0,6,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1978,10,5,,,,,355,360,,10.1016/0038-0717(78)90057-3,,,6,Soil Science,Agriculture,FS334,WOS:A1978FS33400002,,,,,10/31/19
J,"RHODES, LH; GERDEMANN, JW",,,,"RHODES, LH; GERDEMANN, JW",,,TRANSLOCATION OF CALCIUM AND PHOSPHATE BY EXTERNAL HYPHAE OF VESICULAR-ARBUSCULAR MYCORRHIZAE,SOIL SCIENCE,,,English,Note,,,,,,,,,"UNIV ILLINOIS,DEPT PLANT PATHOL,URBANA,IL 61801",,,,,,,,12,54,57,0,9,WILLIAMS & WILKINS,BALTIMORE,"351 WEST CAMDEN ST, BALTIMORE, MD 21201-2436",0038-075X,,,SOIL SCI,Soil Sci.,,1978,126,2,,,,,125,126,,10.1097/00010694-197808000-00009,,,2,Soil Science,Agriculture,FN569,WOS:A1978FN56900009,,,,,10/31/19
J,"TARAFDAR, JC; CHHONKAR, PK",,,,"TARAFDAR, JC; CHHONKAR, PK",,,"THERMAL SENSITIVITY AND MICHAELIS CONSTANTS OF ACID, NEUTRAL AND ALKALINE-PHOSPHATASES IN DIFFERENT SOILS AND ROOT EXUDATES",ZEITSCHRIFT FUR PFLANZENERNAHRUNG UND BODENKUNDE,,,English,Article,,,,,,,,,"INDIAN AGR RES INST,DIV SOIL SCI & AGR CHEM SOIL BIOL LAB,NEW DELHI 110012,INDIA",,,,,,,,0,3,3,0,3,VCH PUBLISHERS INC,DEERFIELD BEACH,"303 NW 12TH AVE, DEERFIELD BEACH, FL 33442-1788",0044-3263,,,Z PFLANZ BODENKUNDE,Z. Pflanzen. Bodenk.,,1978,141,6,,,,,753,759,,10.1002/jpln.19781410612,,,7,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,GF104,WOS:A1978GF10400011,,,,,10/31/19
J,"RIEDACKER, A; PODA, U",,,,"RIEDACKER, A; PODA, U",,,ROOT SYSTEMS OF BEECH AND OAK SEEDLINGS .1. MODIFICATION OF THEIR MORPHOGENESIS BY ROOT-TIP DECAPITATION AND PRACTICAL APPLICATION,ANNALES DES SCIENCES FORESTIERES,,,French,Article,,,,,,,,,"INRA,CTR NATL RECH FORESTIERES,SYLVICULTURE & PROD STN,F-54280 CHAMPENOUX,FRANCE",,,,,,,,0,5,6,0,2,EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,PARIS,"141 RUE JAVEL, 75747 PARIS, FRANCE",12-Mar,,,ANN SCI FOREST,Ann. Sci. For.,,1977,34,2,,,,,111,135,,10.1051/forest/19770202,,,25,Forestry,Forestry,DU592,WOS:A1977DU59200002,,Bronze,,,10/31/19
J,"RICE, WA; PENNEY, DC; NYBORG, M",,,,"RICE, WA; PENNEY, DC; NYBORG, M",,,"EFFECTS OF SOIL ACIDITY ON RHIZOBIA NUMBERS, NODULATION AND NITROGEN-FIXATION BY ALFALFA AND RED-CLOVER",CANADIAN JOURNAL OF SOIL SCIENCE,,,English,Article,,,,,,,,,"AGR CANADA,RES STN,BEAVERLODGE T0H 0C0,ALBERTA,CANADA; UNIV ALBERTA,DEPT SOIL SCI,EDMONTON,ALBERTA,CANADA",,,,,,,,19,84,84,0,17,AGR INST CANADA,OTTAWA,"SUITE 907 151 SLATER ST, OTTAWA ON K1P 5H4, CANADA",Aug-71,,,CAN J SOIL SCI,Can. J. Soil Sci.,,1977,57,2,,,,,197,203,,10.4141/cjss77-024,,,7,Soil Science,Agriculture,DF821,WOS:A1977DF82100013,,,,,10/31/19
J,"ILOBA, C",,,,"ILOBA, C",,,EFFECT OF TRIFLURALIN ON FORMATION OF ECTOTROPHIC MYCORRHIZAE IN SOME PINE SPECIES .1. TOXICITY TO MYCORRHIZA FORMING FUNGI,EUROPEAN JOURNAL OF FOREST PATHOLOGY,,,English,Article,,,,,,,,,"UNIV NIGERIA,DEPT CROP SCI,NSUKKA,NIGERIA",,,,,,,,0,10,10,0,0,BLACKWELL WISSENSCHAFTS-VERLAG GMBH,BERLIN,"KURFURSTENDAMM 57, D-10707 BERLIN, GERMANY",0300-1237,,,EUR J FOREST PATHOL,Eur. J. Forest Pathol.,,1977,7,1,,,,,47,51,,,,,5,Forestry,Forestry,CX812,WOS:A1977CX81200006,,,,,10/31/19
J,"ILOBA, C",,,,"ILOBA, C",,,EFFECT OF TRIFLURALIN ON FORMATION OF ECTOTROPHIC MYCORRHIZAE IN SOME PINE SPECIES .2. TOXICITY TO ECTOTROPHIC MYCORRHIZAE,EUROPEAN JOURNAL OF FOREST PATHOLOGY,,,English,Article,,,,,,,,,"UNIV NIGERIA,DEPT CROP SCI,NSUKKA,NIGERIA",,,,,,,,0,3,3,0,0,BLACKWELL WISSENSCHAFTS-VERLAG GMBH,BERLIN,"KURFURSTENDAMM 57, D-10707 BERLIN, GERMANY",0300-1237,,,EUR J FOREST PATHOL,Eur. J. Forest Pathol.,,1977,7,3,,,,,172,177,,,,,6,Forestry,Forestry,DP099,WOS:A1977DP09900005,,,,,10/31/19
J,"MENGE, JA; GRAND, LF; HAINES, LW",,,,"MENGE, JA; GRAND, LF; HAINES, LW",,,EFFECT OF FERTILIZATION ON GROWTH AND MYCORRHIZAE NUMBERS IN 11-YEAR-OLD LOBLOLLY-PINE PLANTATIONS,FOREST SCIENCE,,,English,Article,,,,,,,,,"UNIV CALIF RIVERSIDE,RIVERSIDE,CA 92502; N CAROLINA STATE UNIV,RALEIGH,NC 27607; N CAROLINA STATE UNIV,SCH FOREST RESOURCES,N CAROLINA STATE FOREST FERTILIZATCOOPERAT,RALEIGH,NC 27607",,,,,,,,25,38,39,0,2,SOC AMER FORESTERS,BETHESDA,"5400 GROSVENOR LANE, BETHESDA, MD 20814",0015-749X,,,FOREST SCI,For. Sci.,,1977,23,1,,,,,37,44,,,,,8,Forestry,Forestry,DC862,WOS:A1977DC86200005,,,,,10/31/19
J,"NEWMAN, EI; MILLER, MH",,,,"NEWMAN, EI; MILLER, MH",,,ALLELOPATHY AMONG SOME BRITISH GRASSLAND SPECIES .2. INFLUENCE OF ROOT EXUDATES ON PHOSPHORUS UPTAKE,JOURNAL OF ECOLOGY,,,English,Article,,,,,,,,,"UNIV GUELPH,DEPT LAND RESOURCE SCI,GUELPH N1G 2W1,ONTARIO,CANADA",,,,,,,,16,35,36,0,2,BLACKWELL SCIENCE LTD,OXFORD,"OSNEY MEAD, OXFORD, OXON, ENGLAND OX2 0EL",0022-0477,,,J ECOL,J. Ecol.,,1977,65,2,,,,,399,411,,10.2307/2259490,,,13,Plant Sciences; Ecology,Plant Sciences; Environmental Sciences & Ecology,DN675,WOS:A1977DN67500004,,,,,10/31/19
J,"FORD, ED; DEANS, JD",,,,"FORD, ED; DEANS, JD",,,"GROWTH OF A SITKA SPRUCE PLANTATION - SPATIAL-DISTRIBUTION AND SEASONAL FLUCTUATIONS OF LENGTHS, WEIGHTS AND CARBOHYDRATE CONCENTRATIONS OF FINE ROOTS",PLANT AND SOIL,,,English,Article,,,,,,,,,"INST TERRESTRIAL ECOL,PENICUIK EH26 0QB,SCOTLAND",,,,,,,,29,100,101,1,9,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1977,47,2,,,,,463,485,,10.1007/BF00011504,,,23,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,DN568,WOS:A1977DN56800016,,,,,10/31/19
J,"HARRIS, MM; JURGENSEN, MF",,,,"HARRIS, MM; JURGENSEN, MF",,,DEVELOPMENT OF SALIX AND POPULUS MYCORRHIZAE IN METALLIC MINE TAILINGS,PLANT AND SOIL,,,English,Article,,,,,,,,,"MICHIGAN TECHNOL UNIV,HOUGHTON,MI 49931",,,,,,,,22,23,24,0,2,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1977,47,2,,,,,509,517,,10.1007/BF00011507,,,9,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,DN568,WOS:A1977DN56800019,,,,,10/31/19
J,"BOOTE, KJ",,,,"BOOTE, KJ",,,ROOT - SHOOT RELATIONSHIPS,SOIL AND CROP SCIENCE SOCIETY OF FLORIDA PROCEEDINGS,,,English,Article,,,,,,,,,,"BOOTE, KJ (reprint author), UNIV FLORIDA,DEPT AGRON,GAINESVILLE,FL 32611, USA.",,,,,,,0,5,5,0,5,SOIL CROP SCI FLORIDA,GAINESVILLE,"IFAS UNIV FLORIDA 304 NEWELL HALL, GAINESVILLE, FL 32611",0096-4522,,,SOIL CROP SCI SOC FL,Soil Crop Sci. Soc. Fla. Proc.,,1977,36,,,,,,15,23,,,,,9,Agronomy; Soil Science,Agriculture,FM675,WOS:A1977FM67500004,,,,,10/31/19
J,"DIATLOFF, A",,,,"DIATLOFF, A",,,ECOLOGICAL-STUDIES OF ROOT-NODULE BACTERIA INTRODUCED INTO FIELD ENVIRONMENTS .6. ANTIGENIC AND SYMBIOTIC STABILITY IN LOTONONIS RHIZOBIA OVER A 12-YEAR PERIOD,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,"DEPT PRIMARY IND,INDOOROOPILLY 4068,QUEENSLAND,AUSTRALIA",,,,,,,,20,32,32,0,0,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1977,9,2,,,,,85,88,,10.1016/0038-0717(77)90042-6,,,4,Soil Science,Agriculture,CZ030,WOS:A1977CZ03000003,,,,,10/31/19
J,"ODEYEMI, O; ALEXANDER, M",,,,"ODEYEMI, O; ALEXANDER, M",,,USE OF FUNGICIDE-RESISTANT RHIZOBIA FOR LEGUME INOCULATION,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,"CORNELL UNIV,DEPT AGRON,SOIL MICROBIOL LAB,ITHACA,NY 14853",,,,,,,,19,32,32,0,1,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1977,9,4,,,,,247,251,,10.1016/0038-0717(77)90030-X,,,5,Soil Science,Agriculture,DM427,WOS:A1977DM42700005,,,,,10/31/19
J,"PRABHA, S; MISHRA, MM",,,,"PRABHA, S; MISHRA, MM",,,EFFECT OF DETERGENT ON RHIZOBIA AND NITROGEN-FIXATION,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Note,,,,,,,,,"HARYANA AGR UNIV,DEPT MICROBIOL,HISSAR 125004,HARYANA,INDIA",,,,,,,,6,0,0,0,0,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1977,9,5,,,,,373,374,,10.1016/0038-0717(77)90013-X,,,2,Soil Science,Agriculture,DX814,WOS:A1977DX81400013,,,,,10/31/19
J,"AMBLER, JR; YOUNG, JL",,,,"AMBLER, JR; YOUNG, JL",,,TECHNIQUES FOR DETERMINING ROOT LENGTH INFECTED BY VESICULAR-ARBUSCULAR MYCORRHIZAE,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,,,English,Article,,,,,,,,,"USDA,ARS,OREGON AGR EXPT STN,CORVALLIS,OR 97331",,,,,,,,30,102,105,0,0,SOIL SCI SOC AMER,MADISON,"677 SOUTH SEGOE ROAD, MADISON, WI 53711",0361-5995,,,SOIL SCI SOC AM J,Soil Sci. Soc. Am. J.,,1977,41,3,,,,,551,556,,10.2136/sssaj1977.03615995004100030026x,,,6,Soil Science,Agriculture,DR397,WOS:A1977DR39700023,,,,,10/31/19
J,"SMITH, WH",,,,"SMITH, WH",,,CHARACTER AND SIGNIFICANCE OF FOREST TREE ROOT EXUDATES,ECOLOGY,,,English,Article,,,,,,,,,"YALE UNIV,SCH FORESTRY & ENVIRONM STUDIES,NEW HAVEN,CT 06511",,,,,,,,22,172,181,2,44,ECOLOGICAL SOC AMER,WASHINGTON,"2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",Dec-58,,,ECOLOGY,Ecology,,1976,57,2,,,,,324,331,,10.2307/1934820,,,8,Ecology,Environmental Sciences & Ecology,BU064,WOS:A1976BU06400010,,,,,10/31/19
J,"IYER, JG; WOJAHN, KE",,,,"IYER, JG; WOJAHN, KE",,,EFFECT OF FUMIGANT DAZOMET ON DEVELOPMENT OF MYCORRHIZAE AND GROWTH OF NURSERY STOCK,PLANT AND SOIL,,,English,Note,,,,,,,,,"DEPT NAT RESOURCES WISCONSIN RAPIDS,WISCONSIN RAPIDS,WI; UNIV WISCONSIN,DEPT SOIL SCI,MADISON,WI 53706",,,,,,,,9,4,4,0,1,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1976,45,1,,,,,263,266,,10.1007/BF00011148,,,4,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,CH521,WOS:A1976CH52100025,,,,,10/31/19
J,"CANNELL, MGR; WILLETT, SC",,,,"CANNELL, MGR; WILLETT, SC",,,"SHOOT GROWTH PHENOLOGY, DRY-MATTER DISTRIBUTION AND ROOT - SHOOT RATIOS OF PROVENANCES OF POPULUS TRICHOCARPA, PICEA SITCHENSIS AND PINUS CONTORTA GROWING IN SCOTLAND",SILVAE GENETICA,,,English,Article,,,,,,,,,"INST TERRESTRIAL ECOL,MIDLOTHIAN EH26 OQB,SCOTLAND",,,,,,,,0,59,60,0,4,SAUERLANDERS VERLAG,FRANKFURT,"FINKENHOFSTRASSE 21, W-6000 FRANKFURT, GERMANY",0037-5349,,,SILVAE GENET,Silvae Genet.,,1976,25,2,,,,,49,59,,,,,11,Forestry; Genetics & Heredity,Forestry; Genetics & Heredity,CS419,WOS:A1976CS41900003,,,,,10/31/19
J,"AZCON, R; BAREA, JM; HAYMAN, DS",,,,"AZCON, R; BAREA, JM; HAYMAN, DS",,,UTILIZATION OF ROCK PHOSPHATE IN ALKALINE SOILS BY PLANTS INOCULATED WITH MYCORRHIZAL FUNGI AND PHOSPHATE-SOLUBILIZING BACTERIA,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,"ZAIDIN EXPTL STN,DEPT MICROBIOL,GRANADA,SPAIN",,,"Barea, Jose Miguel/H-5893-2015; Azcon, Rosario/H-5240-2015","Barea, Jose Miguel/0000-0001-5021-4718; Azcon, Rosario/0000-0003-4568-4090",,,,21,112,117,2,24,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1976,8,2,,,,,135,138,,10.1016/0038-0717(76)90078-X,,,4,Soil Science,Agriculture,BN414,WOS:A1976BN41400011,,,,,10/31/19
J,"ROUGHLEY, RJ; BLOWES, WM; HERRIDGE, DF",,,,"ROUGHLEY, RJ; BLOWES, WM; HERRIDGE, DF",,,NODULATION OF TRIFOLIUM-SUBTERRANEUM BY INTRODUCED RHIZOBIA IN COMPETITION WITH NATURALIZED STRAINS,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,"HORTICUL RES STN,GOSFORD 2250,NEW S WALES,AUSTRALIA",,,,,,,,19,94,95,0,0,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1976,8,5,,,,,403,407,,10.1016/0038-0717(76)90041-9,,,5,Soil Science,Agriculture,CD495,WOS:A1976CD49500013,,,,,10/31/19
J,"FILER, TH",,,,"FILER, TH",,,MYCORRHIZAE AND SOIL MICROFLORA IN A GREEN-TREE RESERVOIR,FOREST SCIENCE,,,English,Article,,,,,,,,,"USDA, FOREST SERV, SO HARDWOODS LAB, FOREST EXPT STN, STONEVILLE, MS 38776 USA",,,,,,,,9,10,10,0,0,SOC AMER FORESTERS,BETHESDA,"5400 GROSVENOR LANE, BETHESDA, MD 20814 USA",0015-749X,1938-3738,,FOREST SCI,For. Sci.,,1975,21,1,,,,,36,39,,,,,4,Forestry,Forestry,W1971,WOS:A1975W197100006,,,,,10/31/19
J,"MARX, DH",,,,"MARX, DH",,,MYCORRHIZAE OF EXOTIC TREES IN PERUVIAN ANDES AND SYNTHESIS OF ECTOMYCORRHIZAE ON MEXICAN PINES,FOREST SCIENCE,,,English,Article,,,,,,,,,"USDA,FOREST SERV,FORESTRY SCI LAB,SE FOREST EXPT STN,ATHENS,GA 30602",,,,,,,,14,17,17,0,5,SOC AMER FORESTERS,BETHESDA,"5400 GROSVENOR LANE, BETHESDA, MD 20814",0015-749X,,,FOREST SCI,For. Sci.,,1975,21,4,,,,,353,358,,,,,6,Forestry,Forestry,BF918,WOS:A1975BF91800004,,,,,10/31/19
